feature,x,y
[-0.5910059  -0.62269432 -0.58306748  0.86483707],20.59804347826087,62.400217391304345
[-0.58699119 -0.61737085 -0.57768179  0.87294765],20.59804347826087,63.241608695652175
[-0.58272662 -0.61255171 -0.57238894  0.8800641 ],20.59804347826087,64.083
[-0.58602164 -0.61566038 -0.57644872  0.87256831],21.46617391304348,63.241608695652175
[-0.58223518 -0.61052666 -0.57139553  0.87995141],21.46617391304348,64.083
[-0.70341569 -0.82418613 -0.793548    0.32723358],24.070565217391305,12.758130434782608
[-0.70496294 -0.82283273 -0.79339306  0.33127151],24.070565217391305,13.599521739130434
[-0.70646494 -0.82146947 -0.79320508  0.33531719],24.070565217391305,14.440913043478261
[-0.70098475 -0.82403294 -0.7919023   0.3294654 ],24.938695652173912,11.916739130434783
[-0.70240771 -0.82270112 -0.79169056  0.33336494],24.938695652173912,12.758130434782608
[-0.70379788 -0.82134971 -0.79144374  0.33732388],24.938695652173912,13.599521739130434
[-0.70512962 -0.81998395 -0.79114827  0.34132974],24.938695652173912,14.440913043478261
[-0.70636969 -0.81860838 -0.79078333  0.34538347],24.938695652173912,15.282304347826088
[-0.69881126 -0.823735   -0.79025887  0.33261615],25.806826086956523,11.075347826086958
[-0.70008502 -0.82244372 -0.78999678  0.33625914],25.806826086956523,11.916739130434783
[-0.70134637 -0.82111977 -0.78969903  0.3400322 ],25.806826086956523,12.758130434782608
[-0.70256919 -0.81977065 -0.78935512  0.34390454],25.806826086956523,13.599521739130434
[-0.70372481 -0.81840237 -0.78895022  0.34786022],25.806826086956523,14.440913043478261
[-0.70477884 -0.81702009 -0.78846354  0.35189639],25.806826086956523,15.282304347826088
[-0.70568853 -0.81562854 -0.78786684  0.35602227],25.806826086956523,16.123695652173915
[-0.69803277 -0.82204832 -0.7883216   0.34002922],26.674956521739134,11.075347826086958
[-0.69914472 -0.82076835 -0.78797884  0.34351594],26.674956521739134,11.916739130434783
[-0.70024126 -0.8194504  -0.78759208  0.34716695],26.674956521739134,12.758130434782608
[-0.70129514 -0.81810215 -0.78715025  0.35095075],26.674956521739134,13.599521739130434
[-0.70227722 -0.81672995 -0.78663869  0.35484912],26.674956521739134,14.440913043478261
[-0.70315478 -0.81533922 -0.78603838  0.35885538],26.674956521739134,15.282304347826088
[-0.70389067 -0.81393476 -0.78532571  0.36297283],26.674956521739134,16.123695652173915
[-0.55935885 -0.60664967 -0.55368922  0.8713167 ],26.674956521739134,64.083
[-0.69721304 -0.8202892  -0.78628809  0.34781657],27.54308695652174,11.075347826086958
[-0.6981661  -0.81901624 -0.78586274  0.35116635],27.54308695652174,11.916739130434783
[-0.69910038 -0.81770104 -0.78538653  0.35470541],27.54308695652174,12.758130434782608
[-0.69998927 -0.81635103 -0.78484854  0.35840351],27.54308695652174,13.599521739130434
[-0.70080492 -0.81497251 -0.78423516  0.3622414 ],27.54308695652174,14.440913043478261
[-0.70151761 -0.81357089 -0.7835298   0.36620943],27.54308695652174,15.282304347826088
[-0.70209584 -0.81215088 -0.78271335  0.37030607],27.54308695652174,16.123695652173915
[-0.56387659 -0.61483817 -0.56086115  0.85669802],27.54308695652174,62.400217391304345
[-0.55924004 -0.61025847 -0.5553147   0.86372954],27.54308695652174,63.241608695652175
[-0.55473306 -0.60577424 -0.55001783  0.87021086],27.54308695652174,64.083
[-0.69635179 -0.81846647 -0.78416965  0.35591629],28.411217391304348,11.075347826086958
[-0.69715203 -0.81719565 -0.78366143  0.35915042],28.411217391304348,11.916739130434783
[-0.69793007 -0.8158792  -0.78309688  0.36259073],28.411217391304348,12.758130434782608
[-0.69866101 -0.81452404 -0.78246577  0.36620944],28.411217391304348,13.599521739130434
[-0.69931927 -0.81313616 -0.78175589  0.36998732],28.411217391304348,14.440913043478261
[-0.69987855 -0.81172076 -0.7809532   0.37391295],28.411217391304348,15.282304347826088
[-0.5639927  -0.61822586 -0.56283986  0.84838225],28.411217391304348,61.55882608695652
[-0.55915513 -0.61368498 -0.5570308   0.85583948],28.411217391304348,62.400217391304345
[-0.55446328 -0.60922083 -0.55146483  0.86281594],28.411217391304348,63.241608695652175
[-0.54996081 -0.60478991 -0.54618857  0.86924732],28.411217391304348,64.083
[-0.69673523 -0.81399176 -0.78073539  0.37077355],29.27934782608696,12.758130434782608
[-0.69731666 -0.81262768 -0.78001463  0.37432133],29.27934782608696,13.599521739130434
[-0.69782702 -0.81122704 -0.77921333  0.37804257],29.27934782608696,14.440913043478261
[-0.55925801 -0.61674969 -0.55894077  0.84766012],29.27934782608696,61.55882608695652
[-0.55432471 -0.61237649 -0.55308171  0.85506915],29.27934782608696,62.400217391304345
[-0.54955709 -0.60805775 -0.54747372  0.86202716],29.27934782608696,63.241608695652175
[-0.54504857 -0.60369839 -0.5422074   0.86842527],29.27934782608696,64.083
[-0.554485   -0.61505009 -0.55498947  0.84695644],30.14747826086957,61.55882608695652
[-0.5494437  -0.61086224 -0.54906602  0.85433945],30.14747826086957,62.400217391304345
[-0.54455485 -0.60674348 -0.5433718   0.86133573],30.14747826086957,63.241608695652175
[-0.54000291 -0.60250161 -0.53808041  0.86774354],30.14747826086957,64.083
[-0.54974954 -0.61305964 -0.55105368  0.84620886],31.015608695652176,61.55882608695652
[-0.54461833 -0.60903916 -0.54508102  0.85354675],31.015608695652176,62.400217391304345
[-0.53956232 -0.60517331 -0.539257    0.86063259],31.015608695652176,63.241608695652175
[-0.53483032 -0.60120175 -0.5338137   0.86720053],31.015608695652176,64.083
[-0.53998961 -0.60676601 -0.54125678  0.85254713],31.883739130434783,62.400217391304345
[-0.53492434 -0.60298161 -0.53544966  0.85954233],31.883739130434783,63.241608695652175
[-0.5301358  -0.59914803 -0.52996974  0.86612973],31.883739130434783,64.083
[-0.68692955 -0.79867655 -0.76148342  0.43986469],36.224391304347826,11.916739130434783
[-0.68663757 -0.79717709 -0.76021997  0.44297365],36.224391304347826,12.758130434782608
[-0.68629101 -0.795617   -0.75887958  0.4462769 ],36.224391304347826,13.599521739130434
[-0.68588222 -0.79399823 -0.75745903  0.44976789],36.224391304347826,14.440913043478261
[-0.68605436 -0.79792934 -0.76012636  0.44647767],37.09252173913044,11.075347826086958
[-0.68572076 -0.79645987 -0.75886816  0.44939651],37.09252173913044,11.916739130434783
[-0.68533801 -0.79492607 -0.75753548  0.45251059],37.09252173913044,12.758130434782608
[-0.68489913 -0.79332958 -0.75612533  0.45581417],37.09252173913044,13.599521739130434
[-0.68439743 -0.79167211 -0.7546349   0.45930162],37.09252173913044,14.440913043478261
[-0.68382671 -0.78995534 -0.75306166  0.46296755],37.09252173913044,15.282304347826088
[-0.68492411 -0.79572767 -0.75756424  0.45605329],37.96065217391305,11.075347826086958
[-0.68450589 -0.79422397 -0.75623889  0.45898788],37.96065217391305,11.916739130434783
[-0.68403595 -0.79265406 -0.75483806  0.46211178],37.96065217391305,12.758130434782608
[-0.68350813 -0.79101935 -0.75335914  0.46542012],37.96065217391305,13.599521739130434
[-0.68291656 -0.78932136 -0.75179968  0.46890797],37.96065217391305,14.440913043478261
[-0.6822558  -0.78756162 -0.75015752  0.47257059],37.96065217391305,15.282304347826088
[-0.68152103 -0.78574163 -0.7484308   0.47640351],37.96065217391305,16.123695652173915
[-0.50516978 -0.57905385 -0.51067021  0.84986021],37.96065217391305,63.241608695652175
[-0.50099531 -0.57495644 -0.50594817  0.85486722],37.96065217391305,64.083
[-0.68378663 -0.7935112  -0.75499052  0.46567483],38.828782608695654,11.075347826086958
[-0.68328708 -0.79197179 -0.75359905  0.46862922],38.828782608695654,11.916739130434783
[-0.68273314 -0.79036419 -0.75213107  0.47176698],38.828782608695654,12.758130434782608
[-0.68211937 -0.78868964 -0.75058424  0.47508392],38.828782608695654,13.599521739130434
[-0.6814406  -0.78694951 -0.74895647  0.4785757 ],38.828782608695654,14.440913043478261
[-0.68069208 -0.78514521 -0.74724591  0.48223805],38.828782608695654,15.282304347826088
[-0.67986957 -0.78327815 -0.74545102  0.48606688],38.828782608695654,16.123695652173915
[-0.505666   -0.57917323 -0.51206933  0.84512849],38.828782608695654,62.400217391304345
[-0.50086529 -0.57517541 -0.50691679  0.84928799],38.828782608695654,63.241608695652175
[-0.49647817 -0.57116333 -0.50211211  0.85372473],38.828782608695654,64.083
[-0.68264434 -0.79128256 -0.75240853  0.47533433],39.69691304347826,11.075347826086958
[-0.6820664  -0.78970616 -0.75095193  0.47831194],39.69691304347826,11.916739130434783
[-0.68143132 -0.78805947 -0.74941766  0.48146702],39.69691304347826,12.758130434782608
[-0.68073426 -0.78634363 -0.7478037   0.48479591],39.69691304347826,13.599521739130434
[-0.67997068 -0.78455989 -0.74610824  0.48829474],39.69691304347826,14.440913043478261
[-0.67913639 -0.78270959 -0.74432972  0.49195962],39.69691304347826,15.282304347826088
[-0.67822771 -0.78079408 -0.74246688  0.49578671],39.69691304347826,16.123695652173915
[-0.50670624 -0.57909485 -0.51376371  0.84167128],39.69691304347826,61.55882608695652
[-0.50187804 -0.57505332 -0.50852159  0.84592351],39.69691304347826,62.400217391304345
[-0.49707564 -0.57108888 -0.50340474  0.84983997],39.69691304347826,63.241608695652175
[-0.49254033 -0.56714847 -0.49855224  0.85382161],39.69691304347826,64.083
[-0.68084592 -0.78742978 -0.74830064  0.48802828],40.565043478260876,11.916739130434783
[-0.68013226 -0.78574278 -0.74670089  0.49120367],40.565043478260876,12.758130434782608
[-0.6793543  -0.78398433 -0.74502046  0.49454748],40.565043478260876,13.599521739130434
[-0.67850801 -0.78215563 -0.74325783  0.49805616],40.565043478260876,14.440913043478261
[-0.67758974 -0.78025798 -0.74141171  0.5017261 ],40.565043478260876,15.282304347826088
[-0.50311025 -0.57481023 -0.51024763  0.84328249],40.565043478260876,61.55882608695652
[-0.49847092 -0.5707575  -0.50514528  0.84759449],40.565043478260876,62.400217391304345
[-0.49397208 -0.56676005 -0.50023111  0.8518031 ],40.565043478260876,63.241608695652175
[-0.48989612 -0.56275632 -0.49566698  0.85638534],40.565043478260876,64.083
[-0.67883775 -0.78341685 -0.74398364  0.50096953],41.43317391304348,12.758130434782608
[-0.67798101 -0.78161459 -0.74223734  0.50433088],41.43317391304348,13.599521739130434
[-0.6770539  -0.77973968 -0.74040798  0.50785196],41.43317391304348,14.440913043478261
[-0.499698   -0.570396   -0.50679924  0.8454161 ],41.43317391304348,61.55882608695652
[-0.49529203 -0.56632383 -0.50185779  0.8498698 ],41.43317391304348,62.400217391304345
[-0.49107024 -0.56230028 -0.49712919  0.854328  ],41.43317391304348,63.241608695652175
[-0.48718284 -0.55829337 -0.49270217  0.85904319],41.43317391304348,64.083
[-0.49219597 -0.56178823 -0.49858064  0.85249045],42.30130434782609,62.400217391304345
[-0.48817705 -0.55775583 -0.49399383  0.85707052],42.30130434782609,63.241608695652175
[-0.48440353 -0.55376205 -0.48966139  0.86179028],42.30130434782609,64.083
[-0.48524783 -0.55313968 -0.49080225  0.85994427],43.1694347826087,63.241608695652175
[-0.48156099 -0.54916467 -0.486548    0.86462163],43.1694347826087,64.083
[-0.66868654 -0.76493995 -0.72297197  0.57319941],47.51008695652174,13.599521739130434
[-0.67019275 -0.76685741 -0.72470667  0.57600351],48.37821739130435,11.916739130434783
[-0.66885484 -0.76476307 -0.72254065  0.57945696],48.37821739130435,12.758130434782608
[-0.66742228 -0.76256977 -0.72027782  0.58303631],48.37821739130435,13.599521739130434
[-0.6658947  -0.76028068 -0.71791944  0.58673665],48.37821739130435,14.440913043478261
[-0.66427223 -0.75789946 -0.71546724  0.59055249],48.37821739130435,15.282304347826088
[-0.67038144 -0.76663972 -0.72428746  0.58238432],49.24634782608696,11.075347826086958
[-0.66907922 -0.76460089 -0.72216018  0.58575108],49.24634782608696,11.916739130434783
[-0.66767823 -0.76245573 -0.719932    0.58924518],49.24634782608696,12.758130434782608
[-0.66617789 -0.76020718 -0.71760405  0.59286197],49.24634782608696,13.599521739130434
[-0.6645783  -0.75785904 -0.71517811  0.59659584],49.24634782608696,14.440913043478261
[-0.66288018 -0.75541576 -0.71265646  0.60044048],49.24634782608696,15.282304347826088
[-0.66108469 -0.75288216 -0.71004175  0.60438913],49.24634782608696,16.123695652173915
[-0.6693448  -0.7644426  -0.72182288  0.59206746],50.11447826086957,11.075347826086958
[-0.66798572 -0.76235684 -0.71963686  0.59547926],50.11447826086957,11.916739130434783
[-0.66652227 -0.76015914 -0.71734611  0.59901648],50.11447826086957,12.758130434782608
[-0.66495436 -0.7578531  -0.71495227  0.60267373],50.11447826086957,13.599521739130434
[-0.6632827  -0.75544338 -0.71245772  0.60644448],50.11447826086957,14.440913043478261
[-0.66150864 -0.75293535 -0.70986542  0.61032141],50.11447826086957,15.282304347826088
[-0.65963402 -0.75033484 -0.7071787   0.61429674],50.11447826086957,16.123695652173915
[-0.66832864 -0.76226076 -0.71938361  0.60172602],50.982608695652175,11.075347826086958
[-0.6669136  -0.76012673 -0.71713871  0.6051849 ],50.982608695652175,11.916739130434783
[-0.66538808 -0.75787436 -0.71478472  0.60876814],50.982608695652175,12.758130434782608
[-0.66375253 -0.75550815 -0.7123239   0.61246934],50.982608695652175,13.599521739130434
[-0.66200836 -0.75303379 -0.70975935  0.61628083],50.982608695652175,14.440913043478261
[-0.66015773 -0.75045784 -0.70709484  0.62019404],50.982608695652175,15.282304347826088
[-0.65820327 -0.7477873  -0.70433454  0.62419994],50.982608695652175,16.123695652173915
[-0.66733439 -0.76009584 -0.71697178  0.6113567 ],51.85073913043478,11.075347826086958
[-0.66586412 -0.75791187 -0.71466763  0.61486507],51.85073913043478,11.916739130434783
[-0.66427658 -0.75560224 -0.71224943  0.61849771],51.85073913043478,12.758130434782608
[-0.66257292 -0.75317254 -0.70972014  0.622247  ],51.85073913043478,13.599521739130434
[-0.66075544 -0.75062984 -0.70708378  0.62610374],51.85073913043478,14.440913043478261
[-0.65882722 -0.74798215 -0.70434509  0.63005782],51.85073913043478,15.282304347826088
[-0.65679185 -0.74523794 -0.70150923  0.63409868],51.85073913043478,16.123695652173915
[-0.66483837 -0.75571343 -0.71222546  0.62451702],52.718869565217396,11.916739130434783
[-0.66318846 -0.75334327 -0.70974163  0.62820315],52.718869565217396,12.758130434782608
[-0.66141576 -0.75084601 -0.7071419   0.63200544],52.718869565217396,13.599521739130434
[-0.65952363 -0.74823044 -0.70443141  0.63591278],52.718869565217396,14.440913043478261
[-0.65751634 -0.74550643 -0.70161607  0.63991306],52.718869565217396,15.282304347826088
[-0.42371713 -0.48653172 -0.43925718  0.89657271],54.45513043478261,63.241608695652175
[-0.420496   -0.48273298 -0.43565293  0.90015619],54.45513043478261,64.083
[-0.41923905 -0.48486406 -0.43789303  0.89483998],55.32326086956522,62.400217391304345
[-0.41576933 -0.48083703 -0.4341867   0.89860612],55.32326086956522,63.241608695652175
[-0.41248894 -0.47703824 -0.4306145   0.90210295],55.32326086956522,64.083
[-0.41537346 -0.48343489 -0.43659209  0.89300422],56.191391304347825,61.55882608695652
[-0.4114198  -0.4791104  -0.43270558  0.8969281 ],56.191391304347825,62.400217391304345
[-0.40777289 -0.47508535 -0.42905435  0.90063593],56.191391304347825,63.241608695652175
[-0.4044401  -0.47129575 -0.42553315  0.90406321],56.191391304347825,64.083
[-0.40779811 -0.47761227 -0.43123141  0.89506371],57.05952173913044,61.55882608695652
[-0.40356502 -0.47324389 -0.42737098  0.89896268],57.05952173913044,62.400217391304345
[-0.3997369  -0.46925701 -0.42383566  0.90265205],57.05952173913044,63.241608695652175
[-0.39634972 -0.46550514 -0.42040963  0.90603348],57.05952173913044,64.083
[-0.40024257 -0.47162676 -0.42563643  0.89700266],57.927652173913046,61.55882608695652
[-0.39570034 -0.46717338 -0.42176912  0.90090443],57.927652173913046,62.400217391304345
[-0.39166898 -0.4632774  -0.41843424  0.9046251 ],57.927652173913046,63.241608695652175
[-0.38821787 -0.45966567 -0.41524452  0.90801071],57.927652173913046,64.083
[-0.65834967 -0.7408103  -0.69605451  0.69114492],58.79578260869565,11.916739130434783
[-0.65617526 -0.7377963  -0.69299635  0.69546311],58.79578260869565,12.758130434782608
[-0.65380892 -0.73457417 -0.6897662   0.69992187],58.79578260869565,13.599521739130434
[-0.65128239 -0.73119803 -0.686396    0.70445769],58.79578260869565,14.440913043478261
[-0.39276    -0.46542468 -0.41972791  0.89877797],58.79578260869565,61.55882608695652
[-0.3878557  -0.4607339  -0.4156813   0.90268385],58.79578260869565,62.400217391304345
[-0.38357874 -0.45682322 -0.4124303   0.90644285],58.79578260869565,63.241608695652175
[-0.38004444 -0.45377617 -0.41003824  0.90999237],58.79578260869565,64.083
[-0.65954295 -0.74160846 -0.69683254  0.69628445],59.66391304347826,11.075347826086958
[-0.65750278 -0.73872554 -0.69387705  0.70054465],59.66391304347826,11.916739130434783
[-0.65521354 -0.73554438 -0.69069527  0.70504075],59.66391304347826,12.758130434782608
[-0.6527231  -0.73214466 -0.68733324  0.70967601],59.66391304347826,13.599521739130434
[-0.65007441 -0.72859827 -0.68383315  0.71436594],59.66391304347826,14.440913043478261
[-0.64730031 -0.72496109 -0.68022867  0.71904824],59.66391304347826,15.282304347826088
[-0.38007399 -0.45382999 -0.40897453  0.90424452],59.66391304347826,62.400217391304345
[-0.37548051 -0.44941741 -0.40520346  0.90794021],59.66391304347826,63.241608695652175
[-0.37183712 -0.44562003 -0.40191655  0.91125174],59.66391304347826,64.083
[-0.65880768 -0.73967656 -0.6947984   0.7054909 ],60.532043478260874,11.075347826086958
[-0.656654   -0.73662118 -0.69171934  0.70994948],60.532043478260874,11.916739130434783
[-0.65422378 -0.73322864 -0.6883891   0.71467584],60.532043478260874,12.758130434782608
[-0.6515904  -0.72961845 -0.68487636  0.71952402],60.532043478260874,13.599521739130434
[-0.64880975 -0.72588284 -0.68123511  0.72438565],60.532043478260874,14.440913043478261
[-0.64591851 -0.7220841  -0.67750302  0.72919267],60.532043478260874,15.282304347826088
[-0.64293914 -0.71826222 -0.67370567  0.73390681],60.532043478260874,16.123695652173915
[-0.65808573 -0.73775456 -0.69280158  0.71466619],61.40017391304348,11.075347826086958
[-0.65577531 -0.73445603 -0.68955953  0.71941043],61.40017391304348,11.916739130434783
[-0.65316783 -0.73079212 -0.68604699  0.72443847],61.40017391304348,12.758130434782608
[-0.65037293 -0.7269388  -0.68236474  0.72953441],61.40017391304348,13.599521739130434
[-0.64745575 -0.72300299 -0.67857541  0.73457364],61.40017391304348,14.440913043478261
[-0.64445105 -0.71904439 -0.67471569  0.73949432],61.40017391304348,15.282304347826088
[-0.64137669 -0.71509641 -0.67080797  0.74426977],61.40017391304348,16.123695652173915
[-0.65735097 -0.7358048  -0.69082222  0.72385755],62.26830434782609,11.075347826086958
[-0.65480506 -0.7321374  -0.68734673  0.72904398],62.26830434782609,11.916739130434783
[-0.65198011 -0.72813605 -0.68361455  0.73445175],62.26830434782609,12.758130434782608
[-0.64901684 -0.72402511 -0.67975406  0.73980566],62.26830434782609,13.599521739130434
[-0.64597207 -0.71989888 -0.67582124  0.74500017],62.26830434782609,14.440913043478261
[-0.64286856 -0.71579887 -0.67184309  0.75000017],62.26830434782609,15.282304347826088
[-0.63971515 -0.71174503 -0.66783505  0.75480005],62.26830434782609,16.123695652173915
[-0.65650212 -0.73367382 -0.68877524  0.73325933],63.136434782608696,11.075347826086958
[-0.65360459 -0.72945403 -0.68496326  0.7391172 ],63.136434782608696,11.916739130434783
[-0.65055863 -0.72510608 -0.68100607  0.74490919],63.136434782608696,12.758130434782608
[-0.64745582 -0.72077835 -0.67698958  0.75045918],63.136434782608696,13.599521739130434
[-0.64431595 -0.71650791 -0.67293814  0.75573812],63.136434782608696,14.440913043478261
[-0.64114291 -0.71230734 -0.66886314  0.76075223],63.136434782608696,15.282304347826088
[-0.6487883  -0.72152853 -0.67812485  0.75602874],64.00456521739132,12.758130434782608
[-0.6456303  -0.71711108 -0.67402298  0.7616011 ],64.00456521739132,13.599521739130434
[-0.64245374 -0.71278287 -0.66990015  0.76683976],64.00456521739132,14.440913043478261
[-0.34016883 -0.41416659 -0.37019872  0.91267143],64.00456521739132,63.241608695652175
[-0.33148904 -0.40479803 -0.36141894  0.91706284],64.00456521739132,64.083
[-0.34858235 -0.42311662 -0.37861431  0.90738517],64.87269565217392,62.400217391304345
[-0.34074176 -0.41456393 -0.37084517  0.91144739],64.87269565217392,63.241608695652175
[-0.3352487  -0.40828981 -0.36530204  0.9149579 ],64.87269565217392,64.083
[-0.35732888 -0.43251719 -0.38724287  0.90217126],65.74082608695653,61.55882608695652
[-0.34991437 -0.42432821 -0.38002522  0.90595922],65.74082608695653,62.400217391304345
[-0.34343727 -0.41703172 -0.37364237  0.90963791],65.74082608695653,63.241608695652175
[-0.33895315 -0.41168877 -0.36914056  0.91288331],65.74082608695653,64.083
[-0.3588274  -0.43398153 -0.38880284  0.90070157],66.60895652173913,61.55882608695652
[-0.35224798 -0.42649815 -0.3824445   0.90425174],66.60895652173913,62.400217391304345
[-0.34665449 -0.41997523 -0.37697562  0.90769838],66.60895652173913,63.241608695652175
[-0.3425978  -0.41498123 -0.37293306  0.91085431],66.60895652173913,64.083
[-0.36097133 -0.43605854 -0.39100034  0.89904548],67.47708695652175,61.55882608695652
[-0.3550427  -0.42908407 -0.38533122  0.90243194],67.47708695652175,62.400217391304345
[-0.35000949 -0.42300356 -0.38046124  0.90575405],67.47708695652175,63.241608695652175
[-0.34617696 -0.41815029 -0.3766778   0.90889086],67.47708695652175,64.083
[-0.35804318 -0.43182298 -0.38843235  0.90059882],68.34521739130436,62.400217391304345
[-0.3533832  -0.42598538 -0.383984    0.90386384],68.34521739130436,63.241608695652175
[-0.34968375 -0.4211754  -0.38037281  0.9070183 ],68.34521739130436,64.083
[-0.35672299 -0.42885238 -0.38749672  0.90207622],69.21334782608696,63.241608695652175
[-0.35311005 -0.42403227 -0.38401585  0.90526757],69.21334782608696,64.083
[-0.62702468 -0.68191475 -0.65021621  0.85697101],70.94960869565217,12.758130434782608
[-0.62473699 -0.6788679  -0.64646791  0.85890578],70.94960869565217,13.599521739130434
[-0.62232539 -0.6757207  -0.64256505  0.86059494],70.94960869565217,14.440913043478261
[-0.6197936  -0.67245665 -0.63852869  0.86224069],70.94960869565217,15.282304347826088
[-0.5955769  -0.64547044 -0.60468142  0.87811566],70.94960869565217,22.013434782608694
[-0.59193563 -0.64296174 -0.60093361  0.88006934],70.94960869565217,22.85482608695652
[-0.58816369 -0.64068419 -0.59732201  0.88198923],70.94960869565217,23.696217391304348
[-0.58429101 -0.63852478 -0.59377322  0.88392753],70.94960869565217,24.537608695652175
[-0.55968205 -0.62523846 -0.57218492  0.89653847],70.94960869565217,29.58595652173913
[-0.55541397 -0.62269944 -0.56848949  0.89854037],70.94960869565217,30.427347826086958
[-0.55112032 -0.6199466  -0.5647947   0.90025473],70.94960869565217,31.26873913043478
[-0.54681492 -0.61689885 -0.56112645  0.90149052],70.94960869565217,32.110130434782604
[-0.50221539 -0.57567597 -0.52402685  0.89988183],70.94960869565217,40.52404347826087
[-0.49750085 -0.5710993  -0.52007266  0.89967474],70.94960869565217,41.365434782608695
[-0.49273614 -0.56647386 -0.51606338  0.89950278],70.94960869565217,42.20682608695652
[-0.48792149 -0.56180372 -0.51199668  0.89935744],70.94960869565217,43.04821739130435
[-0.45281436 -0.52882683 -0.48075406  0.89594128],70.94960869565217,48.93795652173913
[-0.44759428 -0.52432003 -0.47556463  0.89427003],70.94960869565217,49.779347826086955
[-0.44233355 -0.51985494 -0.47022484  0.89234747],70.94960869565217,50.620739130434785
[-0.42102444 -0.50182999 -0.44826338  0.88413578],70.94960869565217,53.986304347826085
[-0.41564608 -0.49712572 -0.44275     0.88234016],70.94960869565217,54.827695652173915
[-0.41023161 -0.49220478 -0.43726179  0.88089521],70.94960869565217,55.66908695652174
[-0.62625361 -0.67987183 -0.65046166  0.86705152],71.81773913043479,11.916739130434783
[-0.62416082 -0.67707494 -0.64689332  0.86871779],71.81773913043479,12.758130434782608
[-0.62195675 -0.67422444 -0.6431567   0.86983783],71.81773913043479,13.599521739130434
[-0.61962815 -0.67124458 -0.63926985  0.87086929],71.81773913043479,14.440913043478261
[-0.61717706 -0.66811677 -0.63524895  0.87199515],71.81773913043479,15.282304347826088
[-0.61461092 -0.66484623 -0.63110936  0.87328354],71.81773913043479,16.123695652173915
[-0.59700512 -0.64397764 -0.6050803   0.88425187],71.81773913043479,21.172043478260868
